plan_id,district_id,dem_votes,rep_votes,population,winner
71,0,151045,236042,746874,Republican
71,1,257584,146789,746031,Democrat
71,2,181159,222598,775200,Republican
71,3,207821,187623,740530,Democrat
71,4,244531,147497,751506,Democrat
71,5,195169,220102,774759,Republican
71,6,148670,277145,761567,Republican
71,7,208333,173054,735163,Democrat
71,8,212924,177563,785194,Democrat
71,9,150399,232772,735933,Republican
71,10,142468,242955,795343,Republican
71,11,245790,164910,794553,Democrat
71,12,163696,213606,737966,Republican
71,13,204020,254285,798641,Republican
