plan_id,district_id,dem_votes,rep_votes,population,winner
44,0,171508,263676,752239,Republican
44,1,131976,296981,796764,Republican
44,2,184591,207677,729668,Republican
44,3,207821,187623,740530,Democrat
44,4,257342,127402,731897,Democrat
44,5,162374,187016,796069,Republican
44,6,200524,244737,775021,Republican
44,7,167530,211417,740891,Republican
44,8,225478,175708,774987,Democrat
44,9,244844,160840,764329,Democrat
44,10,199431,186513,746024,Democrat
44,11,147222,253747,794286,Republican
44,12,252245,163136,784716,Democrat
44,13,160723,230468,751839,Republican
