plan_id,district_id,dem_votes,rep_votes,population,winner
413,0,190366,201513,731163,Republican
413,1,170102,229209,727861,Republican
413,2,179878,242163,788080,Republican
413,3,145442,243398,790570,Republican
413,4,238237,139295,725912,Democrat
413,5,200254,240359,771850,Republican
413,6,294817,116600,790777,Democrat
413,7,124776,313076,778572,Republican
413,8,235358,138246,759509,Democrat
413,9,186659,203888,729509,Republican
413,10,160177,195378,751646,Republican
413,11,208512,204398,749871,Democrat
413,12,199611,199110,791264,Democrat
413,13,179420,230308,792676,Republican
