plan_id,district_id,dem_votes,rep_votes,population,winner
866,0,170092,216953,730995,Republican
866,1,198488,210115,784643,Republican
866,2,204227,153235,741533,Democrat
866,3,217451,180849,749655,Democrat
866,4,196966,230785,740085,Republican
866,5,186750,219084,765370,Republican
866,6,167637,241947,792869,Republican
866,7,148861,257989,771506,Republican
866,8,289244,122216,789048,Democrat
866,9,138580,280573,745590,Republican
866,10,221834,159978,727821,Democrat
866,11,139306,284866,782283,Republican
866,12,159781,215637,763974,Republican
866,13,274392,122714,793888,Democrat
