plan_id,district_id,dem_votes,rep_votes,population,winner
283,0,188076,242129,778880,Republican
283,1,130158,309925,779426,Republican
283,2,235638,131503,726687,Democrat
283,3,175711,263303,782114,Republican
283,4,251248,171129,795017,Democrat
283,5,157073,215567,747255,Republican
283,6,175061,220644,740865,Republican
283,7,296196,122669,796876,Democrat
283,8,181354,221947,769168,Republican
283,9,211626,191321,753450,Democrat
283,10,203350,182120,730996,Democrat
283,11,174893,169063,753512,Democrat
283,12,127960,207181,729035,Republican
283,13,205265,248440,795979,Republican
