plan_id,district_id,dem_votes,rep_votes,population,winner
366,0,214053,183466,780195,Democrat
366,1,189007,233055,791496,Republican
366,2,167654,188082,744215,Republican
366,3,181447,236793,753808,Republican
366,4,155706,220641,770730,Republican
366,5,199426,245797,781863,Republican
366,6,225237,181823,755663,Democrat
366,7,155337,218669,738717,Republican
366,8,227514,133177,731405,Democrat
366,9,177808,231143,773994,Republican
366,10,204846,180791,733176,Democrat
366,11,295334,112086,775312,Democrat
366,12,192723,219690,768573,Republican
366,13,127517,311728,780113,Republican
