plan_id,district_id,dem_votes,rep_votes,population,winner
824,0,161501,213359,734520,Republican
824,1,169034,243512,796138,Republican
824,2,161277,222794,750415,Republican
824,3,207414,177485,746103,Democrat
824,4,203067,251065,790807,Republican
824,5,207879,209437,797271,Republican
824,6,264003,103237,740355,Democrat
824,7,181986,221960,736389,Republican
824,8,270551,151584,789481,Democrat
824,9,143769,229645,785287,Republican
824,10,207184,194075,735379,Democrat
824,11,146668,254399,726529,Republican
824,12,136371,293665,792914,Republican
824,13,252905,130724,757672,Democrat
