plan_id,dem_seats,rep_seats,dem_seat_share
471,5,9,0.35714285714285715
472,5,9,0.35714285714285715
473,5,9,0.35714285714285715
474,5,9,0.35714285714285715
475,5,9,0.35714285714285715
476,5,9,0.35714285714285715
477,5,9,0.35714285714285715
478,5,9,0.35714285714285715
479,5,9,0.35714285714285715
480,5,9,0.35714285714285715
481,5,9,0.35714285714285715
482,5,9,0.35714285714285715
483,5,9,0.35714285714285715
484,5,9,0.35714285714285715
485,5,9,0.35714285714285715
486,5,9,0.35714285714285715
487,5,9,0.35714285714285715
488,6,8,0.42857142857142855
489,6,8,0.42857142857142855
490,6,8,0.42857142857142855
491,5,9,0.35714285714285715
492,5,9,0.35714285714285715
493,5,9,0.35714285714285715
494,5,9,0.35714285714285715
495,5,9,0.35714285714285715
496,5,9,0.35714285714285715
497,5,9,0.35714285714285715
498,5,9,0.35714285714285715
499,5,9,0.35714285714285715
500,5,9,0.35714285714285715
501,5,9,0.35714285714285715
502,5,9,0.35714285714285715
503,5,9,0.35714285714285715
504,5,9,0.35714285714285715
505,5,9,0.35714285714285715
506,5,9,0.35714285714285715
507,5,9,0.35714285714285715
508,5,9,0.35714285714285715
509,4,10,0.2857142857142857
510,4,10,0.2857142857142857
511,5,9,0.35714285714285715
512,5,9,0.35714285714285715
513,5,9,0.35714285714285715
514,5,9,0.35714285714285715
515,5,9,0.35714285714285715
516,5,9,0.35714285714285715
517,5,9,0.35714285714285715
518,5,9,0.35714285714285715
519,5,9,0.35714285714285715
520,5,9,0.35714285714285715
521,5,9,0.35714285714285715
522,5,9,0.35714285714285715
523,6,8,0.42857142857142855
524,6,8,0.42857142857142855
525,6,8,0.42857142857142855
526,6,8,0.42857142857142855
527,6,8,0.42857142857142855
528,6,8,0.42857142857142855
529,6,8,0.42857142857142855
530,6,8,0.42857142857142855
531,6,8,0.42857142857142855
532,6,8,0.42857142857142855
533,6,8,0.42857142857142855
534,6,8,0.42857142857142855
535,6,8,0.42857142857142855
536,6,8,0.42857142857142855
537,6,8,0.42857142857142855
538,6,8,0.42857142857142855
539,6,8,0.42857142857142855
540,6,8,0.42857142857142855
541,6,8,0.42857142857142855
542,6,8,0.42857142857142855
543,6,8,0.42857142857142855
544,6,8,0.42857142857142855
545,6,8,0.42857142857142855
546,6,8,0.42857142857142855
547,6,8,0.42857142857142855
548,6,8,0.42857142857142855
549,6,8,0.42857142857142855
550,6,8,0.42857142857142855
551,6,8,0.42857142857142855
552,6,8,0.42857142857142855
553,6,8,0.42857142857142855
554,6,8,0.42857142857142855
555,6,8,0.42857142857142855
556,6,8,0.42857142857142855
557,6,8,0.42857142857142855
558,6,8,0.42857142857142855
559,6,8,0.42857142857142855
560,6,8,0.42857142857142855
561,6,8,0.42857142857142855
562,6,8,0.42857142857142855
563,6,8,0.42857142857142855
564,6,8,0.42857142857142855
565,6,8,0.42857142857142855
566,6,8,0.42857142857142855
567,6,8,0.42857142857142855
568,6,8,0.42857142857142855
569,6,8,0.42857142857142855
570,6,8,0.42857142857142855
571,6,8,0.42857142857142855
572,6,8,0.42857142857142855
573,6,8,0.42857142857142855
574,6,8,0.42857142857142855
575,6,8,0.42857142857142855
576,6,8,0.42857142857142855
577,6,8,0.42857142857142855
578,6,8,0.42857142857142855
579,6,8,0.42857142857142855
580,6,8,0.42857142857142855
581,6,8,0.42857142857142855
582,6,8,0.42857142857142855
583,6,8,0.42857142857142855
584,6,8,0.42857142857142855
585,6,8,0.42857142857142855
586,6,8,0.42857142857142855
587,6,8,0.42857142857142855
588,6,8,0.42857142857142855
589,6,8,0.42857142857142855
590,5,9,0.35714285714285715
591,5,9,0.35714285714285715
592,6,8,0.42857142857142855
593,6,8,0.42857142857142855
594,6,8,0.42857142857142855
595,6,8,0.42857142857142855
596,6,8,0.42857142857142855
597,6,8,0.42857142857142855
598,6,8,0.42857142857142855
599,6,8,0.42857142857142855
600,6,8,0.42857142857142855
601,6,8,0.42857142857142855
602,6,8,0.42857142857142855
603,6,8,0.42857142857142855
604,6,8,0.42857142857142855
605,6,8,0.42857142857142855
606,6,8,0.42857142857142855
607,6,8,0.42857142857142855
608,6,8,0.42857142857142855
609,6,8,0.42857142857142855
610,6,8,0.42857142857142855
611,6,8,0.42857142857142855
612,6,8,0.42857142857142855
613,5,9,0.35714285714285715
614,5,9,0.35714285714285715
615,5,9,0.35714285714285715
616,5,9,0.35714285714285715
617,5,9,0.35714285714285715
618,5,9,0.35714285714285715
619,5,9,0.35714285714285715
620,6,8,0.42857142857142855
621,5,9,0.35714285714285715
622,5,9,0.35714285714285715
623,5,9,0.35714285714285715
624,5,9,0.35714285714285715
625,5,9,0.35714285714285715
626,5,9,0.35714285714285715
627,5,9,0.35714285714285715
628,5,9,0.35714285714285715
629,5,9,0.35714285714285715
630,5,9,0.35714285714285715
631,5,9,0.35714285714285715
632,5,9,0.35714285714285715
633,5,9,0.35714285714285715
634,5,9,0.35714285714285715
635,5,9,0.35714285714285715
636,5,9,0.35714285714285715
637,5,9,0.35714285714285715
638,5,9,0.35714285714285715
639,5,9,0.35714285714285715
640,5,9,0.35714285714285715
641,5,9,0.35714285714285715
642,5,9,0.35714285714285715
643,5,9,0.35714285714285715
644,5,9,0.35714285714285715
645,5,9,0.35714285714285715
646,5,9,0.35714285714285715
647,5,9,0.35714285714285715
648,5,9,0.35714285714285715
649,5,9,0.35714285714285715
650,5,9,0.35714285714285715
651,5,9,0.35714285714285715
652,5,9,0.35714285714285715
653,5,9,0.35714285714285715
654,5,9,0.35714285714285715
655,5,9,0.35714285714285715
656,5,9,0.35714285714285715
657,5,9,0.35714285714285715
658,5,9,0.35714285714285715
659,5,9,0.35714285714285715
660,5,9,0.35714285714285715
661,6,8,0.42857142857142855
662,6,8,0.42857142857142855
663,6,8,0.42857142857142855
664,6,8,0.42857142857142855
665,6,8,0.42857142857142855
666,6,8,0.42857142857142855
667,6,8,0.42857142857142855
668,6,8,0.42857142857142855
669,6,8,0.42857142857142855
670,6,8,0.42857142857142855
671,6,8,0.42857142857142855
672,6,8,0.42857142857142855
673,6,8,0.42857142857142855
674,6,8,0.42857142857142855
675,6,8,0.42857142857142855
676,6,8,0.42857142857142855
677,6,8,0.42857142857142855
678,6,8,0.42857142857142855
679,6,8,0.42857142857142855
680,6,8,0.42857142857142855
681,6,8,0.42857142857142855
682,6,8,0.42857142857142855
683,6,8,0.42857142857142855
684,6,8,0.42857142857142855
685,6,8,0.42857142857142855
686,6,8,0.42857142857142855
687,6,8,0.42857142857142855
688,6,8,0.42857142857142855
689,6,8,0.42857142857142855
690,6,8,0.42857142857142855
691,6,8,0.42857142857142855
692,6,8,0.42857142857142855
693,6,8,0.42857142857142855
694,6,8,0.42857142857142855
695,6,8,0.42857142857142855
696,6,8,0.42857142857142855
697,6,8,0.42857142857142855
698,6,8,0.42857142857142855
699,6,8,0.42857142857142855
700,5,9,0.35714285714285715
701,5,9,0.35714285714285715
702,5,9,0.35714285714285715
703,5,9,0.35714285714285715
704,5,9,0.35714285714285715
705,5,9,0.35714285714285715
706,5,9,0.35714285714285715
707,5,9,0.35714285714285715
708,5,9,0.35714285714285715
709,5,9,0.35714285714285715
710,5,9,0.35714285714285715
711,5,9,0.35714285714285715
712,5,9,0.35714285714285715
713,5,9,0.35714285714285715
714,5,9,0.35714285714285715
715,5,9,0.35714285714285715
716,5,9,0.35714285714285715
717,5,9,0.35714285714285715
718,5,9,0.35714285714285715
719,5,9,0.35714285714285715
720,5,9,0.35714285714285715
721,5,9,0.35714285714285715
722,5,9,0.35714285714285715
723,5,9,0.35714285714285715
724,5,9,0.35714285714285715
725,5,9,0.35714285714285715
726,5,9,0.35714285714285715
727,5,9,0.35714285714285715
728,5,9,0.35714285714285715
729,5,9,0.35714285714285715
730,5,9,0.35714285714285715
731,5,9,0.35714285714285715
732,5,9,0.35714285714285715
733,5,9,0.35714285714285715
734,5,9,0.35714285714285715
735,5,9,0.35714285714285715
736,5,9,0.35714285714285715
737,4,10,0.2857142857142857
738,4,10,0.2857142857142857
739,4,10,0.2857142857142857
740,4,10,0.2857142857142857
741,5,9,0.35714285714285715
742,5,9,0.35714285714285715
743,5,9,0.35714285714285715
744,5,9,0.35714285714285715
745,5,9,0.35714285714285715
746,5,9,0.35714285714285715
747,5,9,0.35714285714285715
748,4,10,0.2857142857142857
749,5,9,0.35714285714285715
750,5,9,0.35714285714285715
751,5,9,0.35714285714285715
752,4,10,0.2857142857142857
753,4,10,0.2857142857142857
754,4,10,0.2857142857142857
755,4,10,0.2857142857142857
756,4,10,0.2857142857142857
757,5,9,0.35714285714285715
758,5,9,0.35714285714285715
759,5,9,0.35714285714285715
760,5,9,0.35714285714285715
761,5,9,0.35714285714285715
762,5,9,0.35714285714285715
763,5,9,0.35714285714285715
764,5,9,0.35714285714285715
765,5,9,0.35714285714285715
766,5,9,0.35714285714285715
767,4,10,0.2857142857142857
768,4,10,0.2857142857142857
769,4,10,0.2857142857142857
770,4,10,0.2857142857142857
771,4,10,0.2857142857142857
772,4,10,0.2857142857142857
773,4,10,0.2857142857142857
774,4,10,0.2857142857142857
775,4,10,0.2857142857142857
776,4,10,0.2857142857142857
777,4,10,0.2857142857142857
778,5,9,0.35714285714285715
779,5,9,0.35714285714285715
780,5,9,0.35714285714285715
781,5,9,0.35714285714285715
782,5,9,0.35714285714285715
783,5,9,0.35714285714285715
784,5,9,0.35714285714285715
785,5,9,0.35714285714285715
786,5,9,0.35714285714285715
787,5,9,0.35714285714285715
788,4,10,0.2857142857142857
789,4,10,0.2857142857142857
790,5,9,0.35714285714285715
791,5,9,0.35714285714285715
792,6,8,0.42857142857142855
793,6,8,0.42857142857142855
794,6,8,0.42857142857142855
795,6,8,0.42857142857142855
796,6,8,0.42857142857142855
797,6,8,0.42857142857142855
798,6,8,0.42857142857142855
799,5,9,0.35714285714285715
800,5,9,0.35714285714285715
801,5,9,0.35714285714285715
802,5,9,0.35714285714285715
803,5,9,0.35714285714285715
804,5,9,0.35714285714285715
805,5,9,0.35714285714285715
806,5,9,0.35714285714285715
807,5,9,0.35714285714285715
808,5,9,0.35714285714285715
809,5,9,0.35714285714285715
810,5,9,0.35714285714285715
811,5,9,0.35714285714285715
812,5,9,0.35714285714285715
813,5,9,0.35714285714285715
814,5,9,0.35714285714285715
815,5,9,0.35714285714285715
816,5,9,0.35714285714285715
817,5,9,0.35714285714285715
818,5,9,0.35714285714285715
819,5,9,0.35714285714285715
820,5,9,0.35714285714285715
821,5,9,0.35714285714285715
822,5,9,0.35714285714285715
823,5,9,0.35714285714285715
824,5,9,0.35714285714285715
825,5,9,0.35714285714285715
826,5,9,0.35714285714285715
827,5,9,0.35714285714285715
828,5,9,0.35714285714285715
829,5,9,0.35714285714285715
830,5,9,0.35714285714285715
831,5,9,0.35714285714285715
832,5,9,0.35714285714285715
833,5,9,0.35714285714285715
834,5,9,0.35714285714285715
835,5,9,0.35714285714285715
836,5,9,0.35714285714285715
837,5,9,0.35714285714285715
838,5,9,0.35714285714285715
839,5,9,0.35714285714285715
840,6,8,0.42857142857142855
841,6,8,0.42857142857142855
842,6,8,0.42857142857142855
843,6,8,0.42857142857142855
844,6,8,0.42857142857142855
845,5,9,0.35714285714285715
846,5,9,0.35714285714285715
847,5,9,0.35714285714285715
848,5,9,0.35714285714285715
849,5,9,0.35714285714285715
850,5,9,0.35714285714285715
851,5,9,0.35714285714285715
852,5,9,0.35714285714285715
853,5,9,0.35714285714285715
854,5,9,0.35714285714285715
855,5,9,0.35714285714285715
856,5,9,0.35714285714285715
857,5,9,0.35714285714285715
858,5,9,0.35714285714285715
859,5,9,0.35714285714285715
860,5,9,0.35714285714285715
861,5,9,0.35714285714285715
862,5,9,0.35714285714285715
863,5,9,0.35714285714285715
864,5,9,0.35714285714285715
865,5,9,0.35714285714285715
866,5,9,0.35714285714285715
867,5,9,0.35714285714285715
868,5,9,0.35714285714285715
869,6,8,0.42857142857142855
870,6,8,0.42857142857142855
871,6,8,0.42857142857142855
872,6,8,0.42857142857142855
873,6,8,0.42857142857142855
874,6,8,0.42857142857142855
875,6,8,0.42857142857142855
876,6,8,0.42857142857142855
877,6,8,0.42857142857142855
878,6,8,0.42857142857142855
879,6,8,0.42857142857142855
880,6,8,0.42857142857142855
881,6,8,0.42857142857142855
882,6,8,0.42857142857142855
883,6,8,0.42857142857142855
884,6,8,0.42857142857142855
885,6,8,0.42857142857142855
886,6,8,0.42857142857142855
887,6,8,0.42857142857142855
888,6,8,0.42857142857142855
889,6,8,0.42857142857142855
890,6,8,0.42857142857142855
891,5,9,0.35714285714285715
892,5,9,0.35714285714285715
893,5,9,0.35714285714285715
894,5,9,0.35714285714285715
895,5,9,0.35714285714285715
896,5,9,0.35714285714285715
897,5,9,0.35714285714285715
898,5,9,0.35714285714285715
899,5,9,0.35714285714285715
900,5,9,0.35714285714285715
901,5,9,0.35714285714285715
902,5,9,0.35714285714285715
903,5,9,0.35714285714285715
904,5,9,0.35714285714285715
905,5,9,0.35714285714285715
906,5,9,0.35714285714285715
907,5,9,0.35714285714285715
908,5,9,0.35714285714285715
909,5,9,0.35714285714285715
910,5,9,0.35714285714285715
911,5,9,0.35714285714285715
912,5,9,0.35714285714285715
913,5,9,0.35714285714285715
914,5,9,0.35714285714285715
915,5,9,0.35714285714285715
916,5,9,0.35714285714285715
917,5,9,0.35714285714285715
918,5,9,0.35714285714285715
919,5,9,0.35714285714285715
920,5,9,0.35714285714285715
921,5,9,0.35714285714285715
922,5,9,0.35714285714285715
923,5,9,0.35714285714285715
924,5,9,0.35714285714285715
925,6,8,0.42857142857142855
926,6,8,0.42857142857142855
927,6,8,0.42857142857142855
928,6,8,0.42857142857142855
929,6,8,0.42857142857142855
930,6,8,0.42857142857142855
931,6,8,0.42857142857142855
932,6,8,0.42857142857142855
933,6,8,0.42857142857142855
