plan_id,district_id,dem_votes,rep_votes,population,winner
472,0,194806,219006,761245,Republican
472,1,262392,145306,773375,Democrat
472,2,171385,244248,780483,Republican
472,3,197962,190251,739130,Democrat
472,4,177511,201299,772030,Republican
472,5,126793,305362,782533,Republican
472,6,266975,111522,746103,Democrat
472,7,161524,211210,757730,Republican
472,8,242113,142277,772366,Democrat
472,9,177509,219137,775379,Republican
472,10,210554,189462,765390,Democrat
472,11,175438,226902,736929,Republican
472,12,201588,245825,780465,Republican
472,13,147059,245134,736102,Republican
