plan_id,district_id,dem_votes,rep_votes,population,winner
802,0,206816,194358,734844,Democrat
802,1,173107,209334,747609,Republican
802,2,119480,271305,728997,Republican
802,3,259738,100016,728847,Democrat
802,4,258750,158324,800825,Democrat
802,5,207879,209437,797271,Republican
802,6,253587,136628,744853,Democrat
802,7,189263,236283,791787,Republican
802,8,193471,198922,770601,Republican
802,9,144676,227229,759989,Republican
802,10,157638,246238,781887,Republican
802,11,198806,189146,734450,Democrat
802,12,206156,256411,795397,Republican
802,13,144242,263310,761903,Republican
