plan_id,district_id,dem_votes,rep_votes,population,winner
286,0,188076,242129,778880,Republican
286,1,181884,231731,772696,Republican
286,2,235638,131503,726687,Democrat
286,3,175711,263303,782114,Republican
286,4,251248,171129,795017,Democrat
286,5,123704,297197,741973,Republican
286,6,178981,219891,762595,Republican
286,7,296196,122669,796876,Democrat
286,8,159077,219264,759450,Republican
286,9,211626,191321,753450,Democrat
286,10,203350,182120,730996,Democrat
286,11,174893,169063,753512,Democrat
286,12,127960,207181,729035,Republican
286,13,205265,248440,795979,Republican
