plan_id,district_id,dem_votes,rep_votes,population,winner
78,0,152235,236171,729487,Republican
78,1,257584,146789,746031,Democrat
78,2,185327,222661,792147,Republican
78,3,207821,187623,740530,Democrat
78,4,228722,158739,731888,Democrat
78,5,193979,219973,792146,Republican
78,6,148670,277145,761567,Republican
78,7,208333,173054,735163,Democrat
78,8,212924,177563,785194,Democrat
78,9,150681,233691,737811,Republican
78,10,137461,220998,748375,Republican
78,11,257431,153605,797224,Democrat
78,12,168421,234644,783056,Republican
78,13,204020,254285,798641,Republican
