plan_id,district_id,dem_votes,rep_votes,population,winner
700,0,160069,216741,743331,Republican
700,1,178987,251010,753683,Republican
700,2,193189,214625,787390,Republican
700,3,276300,110159,740569,Democrat
700,4,135062,306283,793883,Republican
700,5,195769,235691,755120,Republican
700,6,166842,211049,749814,Republican
700,7,223909,177514,763813,Democrat
700,8,260005,148111,771336,Democrat
700,9,149972,205868,767522,Republican
700,10,258137,161321,799003,Democrat
700,11,208302,171707,740280,Democrat
700,12,149040,237067,724799,Republican
700,13,158026,249795,788717,Republican
