plan_id,district_id,dem_votes,rep_votes,population,winner
440,0,196376,205217,732643,Republican
440,1,179348,204570,794342,Republican
440,2,169536,212387,764477,Republican
440,3,148304,255769,799076,Republican
440,4,239301,134593,724978,Democrat
440,5,194887,243493,769459,Republican
440,6,263924,133738,763318,Democrat
440,7,132357,317172,797958,Republican
440,8,231875,154446,761096,Democrat
440,9,184090,198033,732164,Republican
440,10,211807,187509,788384,Democrat
440,11,215967,188132,732292,Democrat
440,12,170177,236928,782833,Republican
440,13,175660,224954,736240,Republican
