plan_id,district_id,dem_votes,rep_votes,population,winner
484,0,194806,219006,761245,Republican
484,1,260025,108162,730785,Democrat
484,2,164535,231946,749425,Republican
484,3,139797,251418,734896,Republican
484,4,185547,220477,783309,Republican
484,5,202779,248771,786564,Republican
484,6,273401,150569,787921,Democrat
484,7,163682,225004,779264,Republican
484,8,247561,147724,789516,Democrat
484,9,179311,236488,764756,Republican
484,10,210554,189462,765390,Democrat
484,11,161541,188470,737045,Republican
484,12,124846,295477,768808,Republican
484,13,205224,183967,740336,Democrat
