plan_id,district_id,dem_votes,rep_votes,population,winner
59,0,171020,263688,754949,Republican
59,1,153087,238901,753209,Republican
59,2,185110,204187,727742,Republican
59,3,207821,187623,740530,Democrat
59,4,255202,159329,791946,Democrat
59,5,161079,195201,769793,Republican
59,6,200524,244737,775021,Republican
59,7,206837,175001,735665,Democrat
59,8,212924,177563,785194,Democrat
59,9,256392,138713,728253,Democrat
59,10,163694,210173,733820,Republican
59,11,245283,168744,798462,Democrat
59,12,142470,246388,799489,Republican
59,13,152166,286693,785187,Republican
