plan_id,district_id,dem_votes,rep_votes,population,winner
442,0,196376,205217,732643,Republican
442,1,195440,187587,794087,Democrat
442,2,129005,305835,770313,Republican
442,3,148304,255769,799076,Republican
442,4,239301,134593,724978,Democrat
442,5,194887,243493,769459,Republican
442,6,263924,133738,763318,Democrat
442,7,172888,223724,792122,Republican
442,8,231875,154446,761096,Democrat
442,9,184090,198033,732164,Republican
442,10,211807,187509,788384,Democrat
442,11,199875,205115,732547,Republican
442,12,170177,236928,782833,Republican
442,13,175660,224954,736240,Republican
