plan_id,district_id,dem_votes,rep_votes,population,winner
483,0,194806,219006,761245,Republican
483,1,260025,108162,730785,Democrat
483,2,164535,231946,749425,Republican
483,3,139797,251418,734896,Republican
483,4,185547,220477,783309,Republican
483,5,202779,248771,786564,Republican
483,6,273401,150569,787921,Democrat
483,7,162926,218065,771638,Republican
483,8,247561,147724,789516,Democrat
483,9,179311,236488,764756,Republican
483,10,210554,189462,765390,Democrat
483,11,161541,188470,737045,Republican
483,12,125602,302416,776434,Republican
483,13,205224,183967,740336,Democrat
