plan_id,district_id,dem_votes,rep_votes,population,winner
928,0,147546,235040,730892,Republican
928,1,156594,216301,741969,Republican
928,2,214468,189813,792944,Democrat
928,3,175921,242304,774711,Republican
928,4,151553,202430,744769,Republican
928,5,229760,166638,763577,Democrat
928,6,195038,226212,730223,Republican
928,7,171422,198944,730881,Republican
928,8,246630,173045,768444,Democrat
928,9,119600,302586,755149,Republican
928,10,230613,194139,792781,Democrat
928,11,161126,272990,782647,Republican
928,12,292969,122426,800686,Democrat
928,13,220369,154073,769587,Democrat
