plan_id,district_id,dem_votes,rep_votes,population,winner
225,0,196096,209755,799103,Republican
225,1,191086,174972,730866,Democrat
225,2,154592,268076,793293,Republican
225,3,220057,187893,769462,Democrat
225,4,288409,95816,731030,Democrat
225,5,215663,179067,781488,Democrat
225,6,203617,252632,796092,Republican
225,7,141554,245357,749676,Republican
225,8,140534,213132,756226,Republican
225,9,194212,254038,800638,Republican
225,10,164770,218499,758891,Republican
225,11,225673,163695,731206,Democrat
225,12,253816,138530,755995,Democrat
225,13,123530,295479,725294,Republican
