plan_id,district_id,dem_votes,rep_votes,population,winner
447,0,210536,162830,727335,Democrat
447,1,195440,187587,794087,Democrat
447,2,195126,216127,782753,Republican
447,3,159863,253371,778160,Republican
447,4,239301,134593,724978,Democrat
447,5,194887,243493,769459,Republican
447,6,263924,133738,763318,Democrat
447,7,172888,223724,792122,Republican
447,8,129260,306191,774602,Republican
447,9,200182,195972,752561,Democrat
447,10,211807,187509,788384,Democrat
447,11,172224,209574,733066,Republican
447,12,192511,217278,762195,Republican
447,13,175660,224954,736240,Republican
