plan_id,district_id,dem_votes,rep_votes,population,winner
878,0,144388,250365,735424,Republican
878,1,178733,215622,733179,Republican
878,2,135130,284500,756058,Republican
878,3,216129,166621,739830,Democrat
878,4,196966,230785,740085,Republican
878,5,258719,139626,796506,Democrat
878,6,162108,238921,796733,Republican
878,7,190674,207334,789744,Republican
878,8,289244,122216,789048,Democrat
878,9,165228,234108,772324,Republican
878,10,226802,185942,766443,Democrat
878,11,142857,279816,752052,Republican
878,12,207389,146416,732752,Democrat
878,13,199242,194669,779082,Democrat
