plan_id,district_id,dem_votes,rep_votes,population,winner
555,0,194266,225527,728096,Republican
555,1,256062,151775,740591,Democrat
555,2,117942,302715,749477,Republican
555,3,183219,234862,772774,Republican
555,4,204018,179954,733726,Democrat
555,5,163321,229169,765898,Republican
555,6,279358,131548,782624,Democrat
555,7,205177,195251,780450,Democrat
555,8,222766,180205,787654,Democrat
555,9,185380,229828,766074,Republican
555,10,153537,239255,790544,Republican
555,11,211263,166553,741605,Democrat
555,12,195908,214621,800908,Republican
555,13,141392,215678,738839,Republican
