plan_id,district_id,dem_votes,rep_votes,population,winner
536,0,151821,276284,798730,Republican
536,1,295076,117282,785029,Democrat
536,2,163473,233842,774819,Republican
536,3,213162,167569,728174,Democrat
536,4,153281,213708,744569,Republican
536,5,193802,228805,735102,Republican
536,6,255202,145738,769801,Democrat
536,7,211509,167942,741253,Democrat
536,8,127086,311583,770412,Republican
536,9,179311,236488,764756,Republican
536,10,210343,198841,781019,Democrat
536,11,171596,208622,756911,Republican
536,12,250729,140093,798877,Democrat
536,13,137218,250144,729808,Republican
