plan_id,district_id,dem_votes,rep_votes,population,winner
691,0,160069,216741,743331,Republican
691,1,158924,252617,793592,Republican
691,2,150553,289945,799451,Republican
691,3,217355,174629,745516,Democrat
691,4,139882,292269,791560,Republican
691,5,195769,235691,755120,Republican
691,6,159387,210734,730757,Republican
691,7,258447,128237,743280,Democrat
691,8,284412,132918,786922,Democrat
691,9,156516,195354,765458,Republican
691,10,210622,197019,777041,Democrat
691,11,208302,171707,740280,Democrat
691,12,235282,150892,758144,Democrat
691,13,178089,248188,748808,Republican
