plan_id,district_id,dem_votes,rep_votes,population,winner
578,0,198589,238174,761899,Republican
578,1,234731,164751,794159,Democrat
578,2,153932,218563,764847,Republican
578,3,135377,250395,728649,Republican
578,4,160046,231869,772709,Republican
578,5,125324,302714,756945,Republican
578,6,268418,133024,744462,Democrat
578,7,203322,193541,769719,Democrat
578,8,206693,156105,726232,Democrat
578,9,192691,234614,794361,Republican
578,10,163088,271395,785044,Republican
578,11,240645,156579,747019,Democrat
578,12,238314,134402,763325,Democrat
578,13,192439,210815,769890,Republican
