plan_id,district_id,dem_votes,rep_votes,population,winner
465,0,194806,219006,761245,Republican
465,1,262307,141910,768559,Democrat
465,2,163662,238837,747531,Republican
465,3,200987,202003,761969,Republican
465,4,177511,201299,772030,Republican
465,5,191665,258354,789720,Republican
465,6,266975,111522,746103,Democrat
465,7,169247,216621,790682,Republican
465,8,242113,142277,772366,Democrat
465,9,157310,247102,765390,Republican
465,10,210554,189462,765390,Democrat
465,11,163794,209130,726801,Republican
465,12,136716,292833,773278,Republican
465,13,175962,226585,738196,Republican
