plan_id,district_id,dem_votes,rep_votes,population,winner
874,0,174063,219098,741458,Republican
874,1,198488,210115,784643,Republican
874,2,135130,284500,756058,Republican
874,3,216129,166621,739830,Democrat
874,4,196966,230785,740085,Republican
874,5,258719,139626,796506,Democrat
874,6,168028,249288,799149,Republican
874,7,141244,244108,732246,Republican
874,8,289244,122216,789048,Democrat
874,9,207677,149308,731065,Democrat
874,10,226802,185942,766443,Democrat
874,11,142857,279816,752052,Republican
874,12,159020,220849,771595,Republican
874,13,199242,194669,779082,Democrat
