plan_id,district_id,dem_votes,rep_votes,population,winner
751,0,179885,191350,765402,Republican
751,1,183026,209622,729674,Republican
751,2,134045,287141,784696,Republican
751,3,163336,221336,794477,Republican
751,4,266938,137856,799883,Democrat
751,5,190343,192989,734663,Republican
751,6,222260,203545,796820,Democrat
751,7,146628,233429,768085,Republican
751,8,278201,110153,744962,Democrat
751,9,199357,194441,743897,Democrat
751,10,164260,242027,730072,Republican
751,11,237526,142598,725740,Democrat
751,12,202905,245566,771233,Republican
751,13,144899,284888,789656,Republican
