plan_id,district_id,dem_votes,rep_votes,population,winner
203,0,146080,237586,800137,Republican
203,1,132366,312341,769731,Republican
203,2,203540,247869,798727,Republican
203,3,254754,141195,725679,Democrat
203,4,184676,212919,727194,Republican
203,5,152557,267753,780653,Republican
203,6,242473,126102,737028,Democrat
203,7,228143,161366,727020,Democrat
203,8,157111,208577,796803,Republican
203,9,215198,198132,798873,Democrat
203,10,162554,230508,788669,Republican
203,11,247037,137183,750256,Democrat
203,12,193327,187277,742100,Democrat
203,13,193793,228133,736390,Republican
