plan_id,district_id,dem_votes,rep_votes,population,winner
888,0,143193,249228,730880,Republican
888,1,181954,231805,759596,Republican
888,2,157348,211772,728873,Republican
888,3,134325,227720,756111,Republican
888,4,196966,230785,740085,Republican
888,5,258719,139626,796506,Democrat
888,6,240349,160076,750413,Democrat
888,7,183552,209814,777516,Republican
888,8,283697,131584,798721,Democrat
888,9,142702,307597,780043,Republican
888,10,240666,175231,773542,Democrat
888,11,142857,279816,752052,Republican
888,12,208039,147218,755840,Democrat
888,13,199242,194669,779082,Democrat
