plan_id,district_id,dem_votes,rep_votes,population,winner
468,0,194806,219006,761245,Republican
468,1,262307,141910,768559,Democrat
468,2,171385,244248,780483,Republican
468,3,196082,197624,744546,Republican
468,4,177511,201299,772030,Republican
468,5,191665,258354,789720,Republican
468,6,266975,111522,746103,Democrat
468,7,161524,211210,757730,Republican
468,8,242113,142277,772366,Democrat
468,9,177594,222533,780195,Republican
468,10,210554,189462,765390,Democrat
468,11,148415,238078,729419,Republican
468,12,136716,292833,773278,Republican
468,13,175962,226585,738196,Republican
