plan_id,district_id,dem_votes,rep_votes,population,winner
650,0,231635,126684,742700,Democrat
650,1,163386,239092,744733,Republican
650,2,200035,247185,786855,Republican
650,3,293093,105254,770968,Democrat
650,4,140538,311015,800436,Republican
650,5,164817,260837,776039,Republican
650,6,158302,235556,773986,Republican
650,7,154929,201377,750839,Republican
650,8,229604,191449,766751,Democrat
650,9,206076,168353,733370,Democrat
650,10,249637,154287,781349,Democrat
650,11,152029,206045,756950,Republican
650,12,196172,200458,748847,Republican
650,13,173356,249349,745437,Republican
