plan_id,district_id,dem_votes,rep_votes,population,winner
845,0,161501,213359,734520,Republican
845,1,169034,243512,796138,Republican
845,2,144633,226439,781884,Republican
845,3,132074,304771,750632,Republican
845,4,200988,242766,773245,Republican
845,5,268233,126568,791291,Democrat
845,6,237027,150556,749045,Democrat
845,7,181986,221960,736389,Republican
845,8,267207,139568,796099,Democrat
845,9,167383,216412,775072,Republican
845,10,240916,145394,732234,Democrat
845,11,143007,279669,796000,Republican
845,12,212933,182889,735647,Democrat
845,13,186687,203078,731064,Republican
