plan_id,district_id,dem_votes,rep_votes,population,winner
25,0,149460,232325,765831,Republican
25,1,150883,256163,766762,Republican
25,2,190195,217459,751835,Republican
25,3,200128,244780,778842,Republican
25,4,258285,138164,749718,Democrat
25,5,151444,221902,787636,Republican
25,6,129008,273841,739692,Republican
25,7,168792,227948,773591,Republican
25,8,233973,181882,798186,Democrat
25,9,244844,160840,764329,Democrat
25,10,166853,233498,740633,Republican
25,11,205122,184260,763936,Democrat
25,12,251452,153315,766161,Democrat
25,13,213170,170564,732108,Democrat
