plan_id,district_id,dem_votes,rep_votes,population,winner
10,0,182786,254835,779081,Republican
10,1,133886,293199,775704,Republican
10,2,250713,162339,768489,Democrat
10,3,200128,244780,778842,Republican
10,4,223114,178973,758985,Democrat
10,5,157812,210203,780561,Republican
10,6,215070,190587,779915,Democrat
10,7,168792,227948,773591,Republican
10,8,231697,158220,748625,Democrat
10,9,186201,186362,748362,Republican
10,10,143057,243111,743250,Republican
10,11,145811,229603,727854,Republican
10,12,206605,195371,773385,Democrat
10,13,267937,121410,742616,Democrat
