plan_id,district_id,dem_votes,rep_votes,population,winner
390,0,219267,176414,776535,Democrat
390,1,151328,256940,750279,Republican
390,2,212215,192086,782125,Democrat
390,3,136615,234090,738648,Republican
390,4,229400,169224,735260,Democrat
390,5,202699,246917,783883,Republican
390,6,287443,117493,757550,Democrat
390,7,122331,306518,766539,Republican
390,8,151860,203410,742181,Republican
390,9,195429,216210,767999,Republican
390,10,184750,237800,793354,Republican
390,11,215953,161254,735260,Democrat
390,12,238178,148334,757557,Democrat
390,13,166141,230251,792090,Republican
