plan_id,district_id,dem_votes,rep_votes,population,winner
899,0,182113,235661,783773,Republican
899,1,137093,217736,727156,Republican
899,2,165033,229400,740436,Republican
899,3,179186,241789,788551,Republican
899,4,196820,230237,738938,Republican
899,5,193134,211556,777348,Republican
899,6,210316,149557,763228,Democrat
899,7,145667,228116,736503,Republican
899,8,277270,125445,778230,Democrat
899,9,135163,290517,769627,Republican
899,10,244669,169135,766185,Democrat
899,11,142857,279816,752052,Republican
899,12,239461,165237,758993,Democrat
899,13,264827,122739,798240,Democrat
