plan_id,district_id,dem_votes,rep_votes,population,winner
428,0,190366,201513,731163,Republican
428,1,158750,208972,767214,Republican
428,2,166302,233178,765472,Republican
428,3,139096,245726,772673,Republican
428,4,239301,134593,724978,Democrat
428,5,200254,240359,771850,Republican
428,6,294817,116600,790777,Democrat
428,7,124776,313076,778572,Republican
428,8,248354,155266,789976,Democrat
428,9,212340,206567,744188,Democrat
428,10,214624,184165,782029,Democrat
428,11,181839,201421,733951,Republican
428,12,162339,229595,777788,Republican
428,13,180451,225910,748629,Republican
