plan_id,district_id,dem_votes,rep_votes,population,winner
450,0,210536,162830,727335,Democrat
450,1,195440,187587,794087,Democrat
450,2,195126,216127,782753,Republican
450,3,209389,202988,782672,Democrat
450,4,251141,127667,731346,Democrat
450,5,194887,243493,769459,Republican
450,6,260514,141108,763215,Democrat
450,7,172888,223724,792122,Republican
450,8,129260,306191,774602,Republican
450,9,150656,246355,748049,Republican
450,10,211807,187509,788384,Democrat
450,11,163794,209130,726801,Republican
450,12,192511,217278,762195,Republican
450,13,175660,224954,736240,Republican
