plan_id,district_id,dem_votes,rep_votes,population,winner
317,0,200229,188721,733776,Democrat
317,1,221048,157528,728630,Democrat
317,2,185789,246908,792777,Republican
317,3,154539,240768,742689,Republican
317,4,190685,222773,797251,Republican
317,5,130078,296668,770019,Republican
317,6,170193,213124,796001,Republican
317,7,305742,112352,789907,Democrat
317,8,170433,213049,734604,Republican
317,9,221750,164442,733077,Democrat
317,10,185696,184824,728863,Democrat
317,11,188200,220048,795899,Republican
317,12,183962,187296,739788,Republican
317,13,205265,248440,795979,Republican
