plan_id,district_id,dem_votes,rep_votes,population,winner
367,0,153261,221173,748022,Republican
367,1,189007,233055,791496,Republican
367,2,167654,188082,744215,Republican
367,3,181447,236793,753808,Republican
367,4,155706,220641,770730,Republican
367,5,199426,245797,781863,Republican
367,6,225237,181823,755663,Democrat
367,7,216129,180962,770890,Democrat
367,8,227514,133177,731405,Democrat
367,9,177808,231143,773994,Republican
367,10,204846,180791,733176,Democrat
367,11,295334,112086,775312,Democrat
367,12,192723,219690,768573,Republican
367,13,127517,311728,780113,Republican
