plan_id,district_id,dem_votes,rep_votes,population,winner
14,0,182786,254835,779081,Republican
14,1,133886,293199,775704,Republican
14,2,174297,197035,743043,Republican
14,3,200128,244780,778842,Republican
14,4,230729,191227,780347,Democrat
14,5,157812,210203,780561,Republican
14,6,215070,190587,779915,Democrat
14,7,168792,227948,773591,Republican
14,8,231697,158220,748625,Democrat
14,9,253300,140985,747651,Democrat
14,10,143057,243111,743250,Republican
14,11,145811,229603,727854,Republican
14,12,206605,195371,773385,Democrat
14,13,269639,119837,747411,Democrat
