plan_id,district_id,dem_votes,rep_votes,population,winner
734,0,171263,229087,793286,Republican
734,1,185901,210422,734402,Republican
734,2,134045,287141,784696,Republican
734,3,146040,230754,741192,Republican
734,4,266938,137856,799883,Democrat
734,5,142163,283086,770543,Republican
734,6,218154,208601,799117,Democrat
734,7,200906,202459,767873,Republican
734,8,247712,143769,726517,Democrat
734,9,283891,122633,785880,Democrat
734,10,145694,212609,760144,Republican
734,11,206917,164080,733541,Democrat
734,12,191679,228483,726726,Republican
734,13,172306,235961,755460,Republican
