plan_id,district_id,dem_votes,rep_votes,population,winner
919,0,145205,242559,726253,Republican
919,1,148438,224265,780205,Republican
919,2,201899,173396,727873,Democrat
919,3,175921,242304,774711,Republican
919,4,170812,205319,761249,Republican
919,5,187939,195023,742207,Republican
919,6,121131,301566,750804,Republican
919,7,173763,191425,735520,Republican
919,8,230948,189864,782719,Democrat
919,9,193507,227232,734568,Republican
919,10,289999,135429,798007,Democrat
919,11,162592,278554,793002,Republican
919,12,249265,164317,781185,Democrat
919,13,262190,125688,790957,Democrat
