plan_id,district_id,dem_votes,rep_votes,population,winner
606,0,161908,201910,742877,Republican
606,1,193474,232411,798272,Republican
606,2,149211,209099,741769,Republican
606,3,158684,240398,755751,Republican
606,4,207863,186610,754232,Democrat
606,5,199660,241467,767903,Republican
606,6,126332,313498,785678,Republican
606,7,239006,138857,787246,Democrat
606,8,264112,120452,726156,Democrat
606,9,253599,126586,730809,Democrat
606,10,207452,191502,748826,Democrat
606,11,237783,178619,789329,Democrat
606,12,161839,275670,790878,Republican
606,13,152686,239862,759534,Republican
