plan_id,district_id,dem_votes,rep_votes,population,winner
745,0,179885,191350,765402,Republican
745,1,181784,210890,731044,Republican
745,2,134045,287141,784696,Republican
745,3,163336,221336,794477,Republican
745,4,266938,137856,799883,Democrat
745,5,137081,275894,757419,Republican
745,6,218154,208601,799117,Democrat
745,7,146628,233429,768085,Republican
745,8,247712,143769,726517,Democrat
745,9,197629,199682,762100,Republican
745,10,164260,242027,730072,Republican
745,11,273363,102658,740518,Democrat
745,12,202905,245566,771233,Republican
745,13,199889,196742,748697,Democrat
