plan_id,district_id,dem_votes,rep_votes,population,winner
166,0,150381,240264,750326,Republican
166,1,149898,264908,772162,Republican
166,2,166053,206653,796087,Republican
166,3,234823,169392,787483,Democrat
166,4,178729,199885,753741,Republican
166,5,206941,197923,792157,Democrat
166,6,128721,283950,745853,Republican
166,7,259240,137402,761455,Democrat
166,8,188265,241707,775596,Republican
166,9,259832,144051,743799,Democrat
166,10,152920,259034,788032,Republican
166,11,222087,169323,749527,Democrat
166,12,221926,154316,726652,Democrat
166,13,193793,228133,736390,Republican
