plan_id,district_id,dem_votes,rep_votes,population,winner
870,0,174063,219098,741458,Republican
870,1,198488,210115,784643,Republican
870,2,135130,284500,756058,Republican
870,3,213480,178704,739192,Democrat
870,4,196966,230785,740085,Republican
870,5,262270,134576,766275,Democrat
870,6,167637,241947,792869,Republican
870,7,148861,257989,771506,Republican
870,8,289244,122216,789048,Democrat
870,9,207677,149308,731065,Democrat
870,10,221834,159978,727821,Democrat
870,11,139306,284866,782283,Republican
870,12,159411,228190,777875,Republican
870,13,199242,194669,779082,Democrat
