plan_id,district_id,dem_votes,rep_votes,population,winner
328,0,200229,188721,733776,Democrat
328,1,228485,141051,741934,Democrat
328,2,195715,221042,786825,Republican
328,3,188799,207067,743353,Republican
328,4,156425,256474,796587,Republican
328,5,199137,244332,771469,Republican
328,6,183319,234134,793991,Republican
328,7,187553,193193,782324,Republican
328,8,156973,214096,746728,Republican
328,9,222541,161911,746621,Democrat
328,10,176733,214750,725533,Republican
328,11,292472,120728,791948,Democrat
328,12,197422,186249,727664,Democrat
328,13,127806,313193,790507,Republican
