plan_id,district_id,dem_votes,rep_votes,population,winner
594,0,125750,309225,780116,Republican
594,1,171841,227049,762261,Republican
594,2,269083,122001,735948,Democrat
594,3,188916,228334,781854,Republican
594,4,208299,184309,752901,Democrat
594,5,199660,241467,767903,Republican
594,6,162490,206183,748439,Republican
594,7,162617,269670,782031,Republican
594,8,144583,208272,731594,Republican
594,9,251118,122916,725277,Democrat
594,10,212220,205564,785859,Democrat
594,11,237783,178619,789329,Democrat
594,12,233024,133096,760391,Democrat
594,13,146225,260236,775357,Republican
