plan_id,district_id,dem_votes,rep_votes,population,winner
500,0,163713,220729,762904,Republican
500,1,175456,185819,733580,Republican
500,2,249407,143040,775646,Democrat
500,3,136556,249351,727248,Republican
500,4,177892,220546,756253,Republican
500,5,203310,250299,790611,Republican
500,6,261153,139895,756601,Democrat
500,7,209701,189297,775168,Democrat
500,8,174569,242482,770746,Republican
500,9,179311,236488,764756,Republican
500,10,120518,288498,739328,Republican
500,11,262869,119353,778046,Democrat
500,12,187545,223045,785809,Republican
500,13,211609,188099,762564,Democrat
