plan_id,district_id,dem_votes,rep_votes,population,winner
94,0,152235,236171,729487,Republican
94,1,209434,189723,775468,Democrat
94,2,185327,222661,792147,Republican
94,3,151426,211738,755499,Republican
94,4,232993,176713,795096,Democrat
94,5,193979,219973,792146,Republican
94,6,123791,265601,747074,Republican
94,7,249000,143998,730437,Democrat
94,8,243577,163793,783469,Democrat
94,9,149238,231609,733923,Republican
94,10,136707,280857,767667,Republican
94,11,261623,133663,736492,Democrat
94,12,220259,166156,741714,Democrat
94,13,204020,254285,798641,Republican
