plan_id,district_id,dem_votes,rep_votes,population,winner
596,0,125750,309225,780116,Republican
596,1,171841,227049,762261,Republican
596,2,149211,209099,741769,Republican
596,3,188916,228334,781854,Republican
596,4,208299,184309,752901,Democrat
596,5,199660,241467,767903,Republican
596,6,162490,206183,748439,Republican
596,7,162617,269670,782031,Republican
596,8,264455,121174,725773,Democrat
596,9,251118,122916,725277,Democrat
596,10,217545,197589,793733,Democrat
596,11,237783,178619,789329,Democrat
596,12,227699,141071,752517,Democrat
596,13,146225,260236,775357,Republican
