plan_id,district_id,dem_votes,rep_votes,population,winner
313,0,200229,188721,733776,Democrat
313,1,221048,157528,728630,Democrat
313,2,189258,236942,796883,Republican
313,3,145418,240651,754644,Republican
313,4,199806,222890,785296,Republican
313,5,126609,306634,765913,Republican
313,6,156520,199730,733392,Republican
313,7,305742,112352,789907,Democrat
313,8,156098,218314,748478,Republican
313,9,235423,177836,795686,Democrat
313,10,185696,184824,728863,Democrat
313,11,188200,220048,795899,Republican
313,12,198297,182031,725914,Democrat
313,13,205265,248440,795979,Republican
