plan_id,district_id,dem_votes,rep_votes,population,winner
655,0,230288,143702,737988,Democrat
655,1,163386,239092,744733,Republican
655,2,200035,247185,786855,Republican
655,3,231891,150860,754061,Democrat
655,4,140538,311015,800436,Republican
655,5,166164,243819,780751,Republican
655,6,158302,235556,773986,Republican
655,7,309489,108710,799398,Democrat
655,8,229604,191449,766751,Democrat
655,9,206076,168353,733370,Democrat
655,10,153375,196945,736067,Republican
655,11,154933,210448,770580,Republican
655,12,196172,200458,748847,Republican
655,13,173356,249349,745437,Republican
