plan_id,district_id,dem_votes,rep_votes,population,winner
186,0,181356,219625,759148,Republican
186,1,126156,287112,746776,Republican
186,2,149636,223090,750748,Republican
186,3,254754,141195,725679,Democrat
186,4,158089,202389,790801,Republican
186,5,139863,262409,758904,Republican
186,6,228994,194344,797545,Democrat
186,7,252316,127588,737139,Democrat
186,8,194347,243405,775053,Republican
186,9,208261,193358,791648,Democrat
186,10,169491,235282,795894,Republican
186,11,224693,183763,767457,Democrat
186,12,231860,155248,746078,Democrat
186,13,193793,228133,736390,Republican
