plan_id,district_id,dem_votes,rep_votes,population,winner
388,0,219267,176414,776535,Democrat
388,1,151328,256940,750279,Republican
388,2,212215,192086,782125,Democrat
388,3,136615,234090,738648,Republican
388,4,229400,169224,735260,Democrat
388,5,202699,246917,783883,Republican
388,6,287443,117493,757550,Democrat
388,7,164228,226161,780536,Republican
388,8,151860,203410,742181,Republican
388,9,195429,216210,767999,Republican
388,10,184750,237800,793354,Republican
388,11,215953,161254,735260,Democrat
388,12,238178,148334,757557,Democrat
388,13,124244,310608,778093,Republican
