plan_id,district_id,dem_votes,rep_votes,population,winner
646,0,241217,127221,765730,Democrat
646,1,168089,251415,743796,Republican
646,2,200035,247185,786855,Republican
646,3,258426,158842,770697,Democrat
646,4,140538,311015,800436,Republican
646,5,164817,260837,776039,Republican
646,6,158302,235556,773986,Republican
646,7,154929,201377,750839,Republican
646,8,236482,160606,771174,Democrat
646,9,206076,168353,733370,Democrat
646,10,277426,131542,777197,Democrat
646,11,152029,206045,756950,Republican
646,12,186590,199921,725817,Republican
646,13,168653,237026,746374,Republican
