plan_id,district_id,dem_votes,rep_votes,population,winner
41,0,171508,263676,752239,Republican
41,1,131976,296981,796764,Republican
41,2,197846,218354,779721,Republican
41,3,209889,169380,724732,Democrat
41,4,257492,128343,731163,Democrat
41,5,162374,187016,796069,Republican
41,6,200524,244737,775021,Republican
41,7,167530,211417,740891,Republican
41,8,223410,193951,790785,Democrat
41,9,244844,160840,764329,Democrat
41,10,199431,186513,746024,Democrat
41,11,133817,242129,744967,Republican
41,12,252245,163136,784716,Democrat
41,13,160723,230468,751839,Republican
