plan_id,district_id,dem_votes,rep_votes,population,winner
96,0,186914,189000,744029,Republican
96,1,209434,189723,775468,Democrat
96,2,150648,269832,777605,Republican
96,3,151426,211738,755499,Republican
96,4,232993,176713,795096,Democrat
96,5,193979,219973,792146,Republican
96,6,123791,265601,747074,Republican
96,7,249000,143998,730437,Democrat
96,8,243577,163793,783469,Democrat
96,9,149238,231609,733923,Republican
96,10,176919,264203,792568,Republican
96,11,261623,133663,736492,Democrat
96,12,220259,166156,741714,Democrat
96,13,163808,270939,773740,Republican
