plan_id,district_id,dem_votes,rep_votes,population,winner
233,0,142088,236545,769922,Republican
233,1,147087,260070,767292,Republican
233,2,197999,179655,755805,Democrat
233,3,196768,225216,795261,Republican
233,4,288409,95816,731030,Democrat
233,5,214590,161049,750030,Democrat
233,6,203617,252632,796092,Republican
233,7,221860,188894,772864,Democrat
233,8,132335,208516,728535,Republican
233,9,192873,242405,765572,Republican
233,10,163426,232190,771605,Republican
233,11,235211,179944,793963,Democrat
233,12,253816,138530,755995,Democrat
233,13,123530,295479,725294,Republican
