plan_id,district_id,dem_votes,rep_votes,population,winner
419,0,190366,201513,731163,Republican
419,1,170102,229209,727861,Republican
419,2,179878,242163,788080,Republican
419,3,134743,229119,761205,Republican
419,4,238237,139295,725912,Democrat
419,5,200254,240359,771850,Republican
419,6,294817,116600,790777,Democrat
419,7,124776,313076,778572,Republican
419,8,235358,138246,759509,Democrat
419,9,185879,217142,733365,Republican
419,10,170748,200478,785182,Republican
419,11,209420,200323,741844,Democrat
419,12,190901,227242,784374,Republican
419,13,188130,202176,799566,Republican
