plan_id,district_id,dem_votes,rep_votes,population,winner
843,0,161501,213359,734520,Republican
843,1,169034,243512,796138,Republican
843,2,138769,215924,749296,Republican
843,3,132074,304771,750632,Republican
843,4,200988,242766,773245,Republican
843,5,252183,148475,768426,Democrat
843,6,237027,150556,749045,Democrat
843,7,181986,221960,736389,Republican
843,8,267207,139568,796099,Democrat
843,9,167383,216412,775072,Republican
843,10,240916,145394,732234,Democrat
843,11,143007,279669,796000,Republican
843,12,212933,182889,735647,Democrat
843,13,208601,191686,786517,Democrat
